"","Name","Region","State.Abbreviation","County.FIPS.Code","Population","Premature.death","Life.expectancy","Child.mortality","Poor.or.fair.health","Unemployment","Income.inequality","Median.income","Homeownership","Food.insecurity","Severe.housing.problems","School.funding.adequacy","High.school.completion","Reading.scores","Free.or.reduced.lunch.eligibility","Adult.smoking","Excessive.drinking","Physical.inactivity","Adult.obesity","Uninsured","Uninsured.children","Primary.care.physicians","Not.proficient.in.English","Rural"
"2017","McKenzie County","Midwest","ND",53,15242,10127.77229,77.98556434,9481316.23,16.2,7.5584499,4.151530877,84705,57.5256811,6.1,12.5641026,756736.4667,91.3797255,2.845423495,33.2800639,18.5,20.5352609,29.4,39.4,8.8553386,9.4207256,0.000199681,1.4044944,100
"2018","McLean County","Midwest","ND",55,9416,6747.069316,78.2489955,8081104.907,15.2,4.5103362,3.905602358,70835,79.9634035,4.7,8.0738178,328021.7571,92.0011551,3.053088447,28.2229965,18.7,21.7329846,28.9,37.7,9.1150938,10.494403,0.00021164,0.5356545,100
"2019","Mercer County","Midwest","ND",57,8174,5401.668229,81.91107359,5891900.947,14.7,5.7522124,4.574067865,79608,83.4288834,4.7,7.4324324,434617.9,90.548934,2.885861616,20.2341137,18.3,25.1712038,29.8,35.4,5.1129426,5.0556117,0.000732869,1.4797806,64.9928775
"2020","Morton County","Midwest","ND",59,31503,7019.386639,78.02975065,5189054.554,14.3,5.075839,3.987741502,71928,70.9450452,4.6,9.8633173,527232.19,92.1831893,3.098037766,27.166229,17.6,23.9073635,27.6,35.7,6.3205505,5.1941025,0.000446372,0.2641691,31.8554112
"2021","Mountrail County","Midwest","ND",61,10502,16537.11201,70.42249435,11501371.32,17.9,5.1453488,4.321995465,68465,64.0336135,5.9,9.8918084,358940.8333,89.9132816,2.845697379,38.0586907,20.8,24.2454767,31.5,43,14.3547348,13.7209302,0.000379327,0.9853783,100
"2022","Nelson County","Midwest","ND",63,2789,4206.685424,78.48870021,4794924.757,15.2,4.5064378,4.821382397,53008,75.070028,7.8,8.1081081,193016.3,92.6430518,3.118167549,30.620985,18,24.7984396,28.1,38,8.0938697,8.6879433,0.000463246,0.1464129,100
"2023","Oliver County","Midwest","ND",65,1926,8608.65932,87.1082819,5995203.837,14.6,5.2154195,4.593960664,66708,88.8290713,4.7,10,333254,92.4087591,2.752652592,29.2,17.8,24.1921953,28.3,37,7.8353254,7.7534791,0,1.1589404,100
"2024","Pembina County","Midwest","ND",67,6658,6906.740664,79.50001006,7244357.76,15.1,5.7885411,4.533238479,61595,72.5465447,5,5.0314465,31866.3,89.4320206,3.135629247,33.6363636,18.8,25.6227568,28.3,37.9,8.2927779,8.1211287,0.000294074,0,100
"2025","Pierce County","Midwest","ND",69,3928,4809.932916,80.87783051,3918340.349,16.5,4.2690059,6.684355963,50827,76.5599566,7.8,16.2790698,344910.6,94.4691021,3.310851413,28.5024155,19.8,24.4694447,30.4,40.4,6.6805846,6.3249727,0.000754717,0.8096109,35.1847602
"2026","Ramsey County","Midwest","ND",71,11388,8497.656611,76.84803289,5750431.282,15.5,4.4888655,4.655736991,57984,59.5349786,8.9,9.3906094,235547.9,91.593203,3.36563215,43.4069044,17.7,24.3841121,28.9,37.9,7.2942503,6.1090909,0.000954944,0.00925155,34.9925771
"2027","Ransom County","Midwest","ND",73,5173,7907.58945,76.64483073,4862566.197,15.3,4.1158005,3.935767336,65039,70.4201681,5.3,5.9196617,484686.4,91.1473656,3.229420027,28.8797533,18.5,22.9752343,29.8,35.1,6.6109609,7.0528967,0.000383289,0,100
"2028","Renville County","Midwest","ND",75,2283,5728.798849,78.59592564,6067552.08,14.1,4.8979592,3.090772675,67054,84.3179377,3.1,7.8431373,90642.85,93.6920223,3.008284606,29.1457286,17.3,24.3932655,28.1,39.6,6.6847826,6.9029851,0.000584124,0.4975124,100
"2029","Richland County","Midwest","ND",77,16156,7468.13589,80.24667669,7772203.773,15.4,3.8694639,4.994343236,65530,69.7766677,5.7,8.5798817,136923.0117,92.1012562,2.966223414,35.4238754,17.5,25.6664174,28.4,34.9,6.9230148,5.5601431,0.000494529,0.2680089,52.0004902
"2030","Rolette County","Midwest","ND",79,14165,15036.34873,71.41331629,7798284.377,28.2,13.4303184,6.571532413,45178,71.5356656,15.6,13.9008621,179385.74,88.700565,2.794609116,89.7058824,31.1,20.6577544,38,48.4,13.5730668,9.4059406,0.000564334,0.0607533,100
"2031","Sargent County","Midwest","ND",81,3913,6455.744885,80.49037033,5146574.44,14.1,4.3682311,2.769056972,68769,72.5882973,3.8,4.9046322,452737.4667,93.9372822,2.698170937,36.8286445,17.5,26.1242246,28.9,35.6,7.1642786,7.7367206,0.000584124,0.2170374,100
"2032","Sheridan County","Midwest","ND",83,1275,8561.196561,76.94060157,7789816.585,17.8,5.9854015,3.62992126,46424,81.1403509,7.5,10.8695652,133054.2,84.1642229,2.79239035,41.9047619,21,23.3146956,32.8,36.9,12.4418605,10.7438017,0,0.1620746,100
"2033","Sioux County","Midwest","ND",85,4173,24641.29132,65.22172173,11458691.42,33.1,3.9004149,5.74268218,36182,48.6901536,18.2,21.6216216,715468.7,85.659411,2.516529404,89.6470588,34,16.8611425,43.4,48.6,12.2830441,7.3904513,0.000584124,0.1788452,100
"2034","Slope County","Midwest","ND",87,747,8561.196561,76.94060157,7086080.473,14.9,3.0690537,4.033003413,53330,83.0357143,5.6,4.5454546,462552.1,91.1917098,3.248728436,24.4988864,17.5,24.0679292,28.9,37.2,11.287478,13.1578947,0,0,100
"2035","Stark County","Midwest","ND",89,32107,6620.972498,79.80849666,5354752.343,15.5,7.1350644,4.780797702,66105,63.3636723,5.3,11.9341564,272331.85,92.23349,3.232053142,23.4557419,18.9,22.2588535,29.5,38,6.4960485,5.6614477,0.000603385,0.8704198,27.3275755
"2036","Steele County","Midwest","ND",91,1890,8561.196561,85.99887769,4148466.288,12.6,2.9504742,3.959938367,68163,80.0995025,2.9,6.1797753,349052.6,96.8266254,2.924322919,29.4964029,15.5,25.1325026,25.4,34.8,4.6676096,4.9763033,0,0.2306805,100
"2037","Stutsman County","Midwest","ND",93,20498,5715.277724,78.94022331,5307714.763,15.4,3.4683183,4.473102699,59948,62.459619,7.4,10.2153506,333459.3,91.4903946,3.162571649,33.3706607,19.3,23.0409688,32.4,35.4,6.693953,5.2907531,0.000917697,0.2750471,27.563981
"2038","Towner County","Midwest","ND",95,2108,9318.445684,77.36854632,9806668.535,16.8,2.7657736,4.006177129,57509,72.7355073,6.5,7.2463768,245743.6,89.1414141,3.296658464,24.5098039,19.9,22.7484972,31.5,37.8,10.659273,11.4107884,0.000463246,3.015797,100
"2039","Traill County","Midwest","ND",97,7959,6319.077145,79.30510357,4172417.113,13.7,3.6339166,3.734375,70384,72.6281674,4.5,8.8059702,222021.93,93.5948905,2.88055837,24.3589744,16.5,24.2787366,27.1,38.3,5.9811291,5.7815846,0.00037332,0.320727,100
"2040","Walsh County","Midwest","ND",99,10437,6301.381124,78.38373888,3704759.191,18.3,4.5374878,4.048285703,57557,76.7012448,5.9,7.7479339,-433902.15,86.8130406,2.756850062,40.6508549,18.3,21.8184467,32.8,39.5,9.6184131,8.3700441,0.000375905,1.5192675,62.0559403
"2041","Ward County","Midwest","ND",101,68466,6713.084942,78.71049325,4347218.556,14.5,5.962885,3.992129778,64346,59.1797974,5.6,13.8762924,370407.3757,94.5295606,3.135082951,27.5289575,17.5,22.8867486,28,38.3,7.4615561,5.379902,0.000739197,0.4608801,21.8954195
"2042","Wells County","Midwest","ND",103,3709,5654.34825,79.35529954,4010105.466,15.3,4.375,4.467319134,56827,74.9613601,6.2,6.8877551,270618.25,90.3103448,3.296628561,32.4225865,18.2,22.8113749,28.9,35.8,7.1851852,7.2229141,0.001043297,0,100
"2043","Williams County","Midwest","ND",105,38700,7712.175507,77.88274782,5462663.88,15.4,9.5865397,4.065736676,79483,52.9564386,4.5,10.6608251,452794.6833,90.6067908,2.811127179,25.6828933,18.2,21.9949761,29.5,37.5,8.4760702,8.1488667,0.000558674,1.1011319,32.4627199
"2044","Adams County","Midwest","OH",1,27531,11037.41638,73.52407691,4830473.386,25.5,9.225025,5.211722347,42342,70.315506,19,16.5205353,-13343.5,82.5467967,3.016176767,55.7302772,30.2,16.860516,36.3,40,9.5764273,5.7532622,0.000433244,0.0960504,89.0262697
"2045","Allen County","Midwest","OH",3,101980,8517.97681,76.25472355,5290557.413,20.1,8.5336315,4.258844024,52558,66.72273,13.3,12.6063895,108060.49,90.5703752,3.19255793,42.9105407,22.8,17.283942,34,39.3,7.5735649,4.5879178,0.000683921,0.4816357,25.8908503
"2046","Ashland County","Midwest","OH",5,53362,7769.413025,77.28622388,6247657.129,19.9,6.4510041,3.738029344,55699,75.2389778,13.6,12.1575343,349988.66,90.1020065,3.331870762,42.6293343,23.6,19.5078259,30.8,34.1,10.7124676,9.5644401,0.000430035,0.8064037,61.93756
"2047","Ashtabula County","Midwest","OH",7,96513,9748.567219,75.22430953,6535718.871,24.7,8.320588,4.612691241,51252,71.4585384,16.3,15.3253652,-105105.2273,86.1374858,2.951812276,54.1029053,27,18.2094616,35.2,43,9.8339702,6.4717972,0.000298228,0.7390154,46.3688582
"2048","Athens County","Midwest","OH",9,65481,7618.86746,77.36507444,5516154.452,22.4,7.3253207,6.215598203,42215,58.866853,18.9,21.5517241,-28049.383,90.3680438,3.123013985,49.1788321,25,19.7590445,31.6,34.3,9.107775,5.8543649,0.00070415,0.4402159,43.1706225
"2049","Auglaize County","Midwest","OH",11,45680,6497.616813,77.93826013,4992284.651,17.3,6.8871973,3.654172881,69468,75.8578947,10.3,9.6662216,399806.4667,93.1484817,3.36376337,39.059941,21.6,20.6225704,27.8,39.2,5.9187663,4.3854231,0.00037235,0.2169096,39.1368691
"2050","Belmont County","Midwest","OH",13,65932,8781.914177,75.91245746,4730835.19,20.5,10.10108,4.201209574,50626,76.098091,13.9,8.3015267,86442.42857,91.017075,3.258685346,47.5592349,25.8,18.1384817,33.8,36.6,7.4555473,4.9253035,0.000358177,0.1698322,54.6647727
"2051","Brown County","Midwest","OH",15,43414,10509.54308,74.22762595,5789659.165,21.2,8.2496007,5.003554906,58067,73.0279041,15.1,12.1594494,48974.086,87.8075218,3.029067275,51.1536573,24.4,17.0944645,32.4,37,8.2264775,5.0832517,0.000230245,0.1512048,76.5597824
"2052","Butler County","Midwest","OH",17,385648,9052.96324,76.35607268,5079216.238,18.7,7.2383642,4.362793844,69049,69.1223283,11.8,13.1090613,154469.44,91.5747303,3.144864531,37.3077699,21.8,19.2034014,27.6,34.4,7.7083558,4.2535681,0.000548111,1.423554,9.3428952
"2053","Carroll County","Midwest","OH",19,26897,8065.733269,76.86755868,5222242.003,19.8,8.8178219,3.740416042,52065,78.6195286,13.3,8.7191011,129919.8567,88.9262429,3.263572073,48.2092555,24.2,19.3190504,30.2,37.1,8.4152745,5.6697499,0.000222932,0.6611251,70.9529755
"2054","Champaign County","Midwest","OH",21,38960,8135.169784,76.78848658,6075334.143,19.2,7.1067767,3.34118261,64142,73.1355877,12.3,8.7113741,282479.138,91.1770164,3.006985533,45.998143,23.5,19.0649245,29.3,38.3,6.7612688,5.0705171,0.000205735,0.0951863,70.8232536
"2055","Clark County","Midwest","OH",23,133593,11536.97311,73.90380975,6074676.919,21.8,8.1277306,4.174235602,54507,67.1375451,14.5,12.8767872,163429.0714,88.9313723,2.901969045,42.7783305,24.9,18.5681715,30.8,40.8,8.5127557,4.7319332,0.000440026,0.7072617,23.6053581
"2056","Clermont County","Midwest","OH",25,207449,8233.478618,77.47158798,4883771.546,17.7,6.8563683,4.238506684,72740,73.8187959,11.5,11.7258357,193383.4433,89.7552271,3.277135733,33.6552084,23.1,19.6352058,28.5,36.1,7.0203547,4.3960103,0.00066367,0.1718949,22.7165173
"2057","Clinton County","Midwest","OH",27,41921,10813.89277,74.74204443,4674110.621,20.7,8.319271,4.336058245,53891,66.9732991,15.4,12.0036652,102279.2,90.0972653,3.063086951,42.208553,25.6,19.0411566,32.5,39.5,7.103874,4.7139076,0.000643347,0.4284012,54.6384396
"2058","Columbiana County","Midwest","OH",29,101118,9131.579928,75.83072291,4097916.089,20.9,9.3963698,4.152793511,49342,73.421887,14.5,11.802652,44420.07,89.2487958,3.108796729,48.1814677,25.4,19.4700613,33,37.8,8.0573335,4.5145126,0.000363162,0.2910086,43.8645784
"2059","Coshocton County","Midwest","OH",31,36449,9799.701575,75.42004397,7483091.092,22.3,8.8980054,4.347690325,47794,74.4152548,14.8,11.7219917,24207.53333,85.5866494,3.24213009,57.1480014,27.3,19.2650174,33.5,38.5,10.559735,6.9285874,0.000327869,0.4060765,61.4698789
"2060","Crawford County","Midwest","OH",33,41338,9442.478107,75.27867913,5843071.786,21.4,9.3539416,3.953749218,45952,69.9743418,15.1,11.771332,92943.34317,90.4492852,2.929881818,51.9057377,26.1,18.9173404,30.6,39,7.6901575,4.3605597,0.000337398,0.377657,35.2640234
"2061","Cuyahoga County","Midwest","OH",35,1227883,9175.137573,76.48624073,6904357.558,20,10.4061462,5.468657317,55128,57.961587,13.9,16.8031493,193040.3145,90.5038162,2.920716688,30.3594692,21.5,18.1047648,28.5,36.7,7.2846481,3.9270046,0.001148921,1.8797506,0.5817414
"2062","Darke County","Midwest","OH",37,51205,8545.194007,76.29565449,5146574.44,20.1,6.7464004,3.888527927,57932,70.7713382,12.3,9.6449136,380764.425,90.3693182,3.259549731,49.7876858,24.1,18.9075796,31,37.2,8.1850446,5.6667471,0.000469548,0.1677227,66.3022338
"2063","Defiance County","Midwest","OH",39,37778,7579.392787,77.35423934,4324511.33,19.3,8.2142059,3.744065178,61816,77.5170621,11,8.675649,321869.572,91.9782382,3.257566041,51.1333915,21.4,19.5000293,30.2,39,6.8242079,4.7923681,0.000498858,0.7404924,43.8507057
"2064","Delaware County","Midwest","OH",41,213554,4212.137079,81.7187175,2543905.496,12.7,5.3497019,3.920961722,114423,80.6546329,7.6,9.0531682,556611.175,96.8173733,3.760706195,14.1013351,15,19.1772924,20.9,30.4,4.5212144,3.9685315,0.001453315,0.8556177,19.3101588
"2065","Erie County","Midwest","OH",43,73719,9151.995697,76.24289034,5316056.151,19.8,10.4649891,4.162297889,66252,69.9383761,13,11.3578275,314634.15,92.2298687,3.270569128,34.4139065,23,18.7062315,28.8,40.4,7.4843563,4.5951718,0.000807907,0.4017946,26.478029
"2066","Fairfield County","Midwest","OH",45,159709,7047.342042,77.65585805,4788857.924,18,6.612895,4.174688171,74987,75.1958087,11,12.3587444,341623.6875,93.2819758,3.307796724,36.7905079,20.8,17.5925402,28.5,38.4,6.8337778,4.4088228,0.00057116,0.9132669,34.7122253
"2067","Fayette County","Midwest","OH",47,28579,11052.19697,73.7787461,4100958.133,22.9,7.3593382,4.59701848,50125,64.6502513,15.7,12.2283767,28498.9,83.8826531,3.160960463,46.8885673,27.1,17.3457649,34.7,41.6,8.5451052,5.2732361,0.000315513,0.1301938,47.7506028
"2068","Franklin County","Midwest","OH",49,1324624,8680.643621,76.64960121,6427473.798,18.1,7.4477876,4.449502552,62643,53.6344675,12.8,15.5637012,125337.1463,91.130192,2.891065589,39.4522832,20.3,19.6916106,28,35.9,8.9098068,4.7170386,0.001038157,2.3634993,1.3540322
"2069","Fulton County","Midwest","OH",51,41889,7543.280273,77.58090349,4799434.172,19.1,7.9123278,3.478059234,60550,80.5331082,10.4,10.2283105,359967.1857,92.677179,3.411092807,39.1733498,21.1,19.1197699,30.1,37.5,7.4255979,5.554469,0.000332336,0.7102917,56.1595391
"2070","Gallia County","Midwest","OH",53,29802,13206.65369,72.82452438,6218223.051,22.9,7.9810287,4.313988029,50642,74.9801919,17.6,15.1801029,-106587,86.0798213,3.021214022,50.9661836,26.5,17.8026289,34.5,41.5,9.6125091,6.6198596,0.00090307,0.2063984,81.3506174
"2071","Geauga County","Midwest","OH",55,93271,5244.078004,80.92763885,4223270.219,16,6.7322843,3.96630602,84510,86.7206753,8.7,12.3565254,612084.7167,90.3557472,3.737743983,16.6417539,19.1,22.0634503,26.2,35.3,9.832718,9.1540717,0.000694081,0.5790766,63.9689899
"2072","Greene County","Midwest","OH",57,170122,6874.439331,78.45244786,4324261.993,16.8,6.4169894,4.478513433,71673,65.9849807,12,12.3232169,259248.7641,94.0053102,3.331397751,22.1855216,18.6,19.6624057,26.1,37,6.9785207,4.4539591,0.000941179,0.535161,14.9096693
"2073","Guernsey County","Midwest","OH",59,38779,10201.14272,74.95998877,8145691.511,22.2,8.6794928,4.276000959,45808,71.4479192,17,14.0993789,-20637.94,84.8119805,2.983747148,51.5175404,26.2,20.2388217,32.2,37.6,8.8406599,5.3940016,0.000385852,0.0653417,61.4189139
"2074","Hamilton County","Midwest","OH",61,817985,9070.499831,76.36435674,6917808.951,18.2,7.7683677,5.315789474,63919,58.5066804,12.8,16.3428588,-117082.7846,91.774978,3.093022888,33.2159643,20,20.875957,27.6,33.7,7.7117346,4.7972426,0.00111441,1.2952593,2.2318769
"2075","Hancock County","Midwest","OH",63,75407,7396.009244,77.53077218,4179104.478,17.5,6.8416142,4.118757681,61473,68.3998501,11.5,9.3774502,270662.2222,93.0674647,3.245858694,38.9505032,21.1,19.0462786,26.9,32.2,6.3980656,4.5273661,0.000514627,0.7508561,31.1104276
"2076","Hardin County","Midwest","OH",65,31469,8692.676524,75.7064676,5491111.264,20.7,8.0823864,4.181691733,45312,73.3888087,14,11.9617225,174770.014,90.1539099,3.183709351,59.4748858,24.5,20.0391609,31,38.5,7.8147434,5.3985604,0.000318827,0.5068595,55.3777528
"2077","Harrison County","Midwest","OH",67,15014,8991.062278,75.6191679,6141877.367,22,9.1945514,4.233154156,49088,78.4279055,15.4,11.7741936,-29064.06,87.7411098,3.152652878,55.5036691,27.8,19.0046368,32.8,36.5,8.7296809,6.9427148,0.000265957,0.4806353,84.1086737
"2078","Henry County","Midwest","OH",69,26904,7650.888915,77.36367633,5182173.324,18.7,8.1341175,3.335625079,64694,77.1524076,11.1,7.7722549,404673.9175,93.5063548,3.427035364,49.8878085,21.6,19.3902163,27.2,36.4,7.0024003,5.3529868,0.000407317,0.5063589,69.0802765
"2079","Highland County","Midwest","OH",71,43304,9728.853286,75.53133798,7316716.258,23.4,8.6608775,4.791290259,57155,70.0543381,17.1,14.0582758,66549.36,84.2726748,3.32091568,61.7516181,28.5,17.2315525,34.3,41,9.7579316,6.1938444,0.000301198,0.3940618,73.002363
"2080","Hocking County","Midwest","OH",73,28095,9499.715146,75.27297577,6956664.075,21.5,7.3991204,4.155219612,53838,77.6033989,14.6,11.0611511,217464.6,88.2976066,3.424643098,48.6486487,25.9,18.4255974,32.6,37.1,7.6407388,4.9526814,0.000566091,0.504654,70.840708
"2081","Holmes County","Midwest","OH",75,44004,5306.106058,79.25900157,4954946.688,24.9,3.8804405,3.697978069,67967,77.823658,10.4,13.9525533,85778.865,56.1427856,3.380378279,32.2658127,28.9,18.6093992,33.5,35.8,23.6260215,23.2114808,0.000250228,1.6454379,92.9943823
"2082","Huron County","Midwest","OH",77,57979,8997.578666,75.68581197,4814293.101,21.3,9.4798022,3.698373893,62143,71.7093276,14,11.3298338,228034.457,89.1921177,2.982276437,56.561223,24,19.0998973,31.6,36.4,8.8663005,5.7719054,0.000463392,0.3718766,50.3035589
"2083","Jackson County","Midwest","OH",79,32493,12235.83821,72.08273219,6800518.135,24.3,8.7329938,4.436506349,49636,72.7546064,17.8,13.9643134,40868.71333,86.4115562,3.113235162,52.5160419,26.4,16.8902945,33.9,40.8,8.4133065,5.1761141,0.000401074,0,64.5808879
"2084","Jefferson County","Midwest","OH",81,64939,11003.22582,74.45604652,7129136.384,21.6,10.0923771,4.902673571,49642,69.5435896,16.4,11.4562397,-75708.762,91.4504141,3.291306665,57.9022695,26.4,19.9053474,33.9,38.1,7.8569232,4.6935911,0.00039801,0.1788023,38.982054
"2085","Knox County","Midwest","OH",83,62423,7043.713895,78.09770054,5678894.035,18.3,6.1739854,3.519738877,68050,72.2065402,13.2,12.596401,65510.736,91.7056477,3.314841938,44.4424747,21.7,18.4283845,28.4,36.8,8.7607331,6.7985934,0.000353005,0.4993973,55.7000049
"2086","Lake County","Midwest","OH",85,229569,7248.447952,78.19786079,3275645.575,16.8,8.3854529,3.819093683,69853,73.8879566,10.8,10.2521359,356178.8,92.5698162,3.221654831,30.5519949,20.5,19.4823989,26.2,34.4,7.4493642,4.5014787,0.000443191,1.1885086,6.5292709
"2087","Lawrence County","Midwest","OH",87,59091,11852.57483,72.67087359,3670150.09,23.5,8.486729,4.648345154,47299,72.2466391,17.6,12.9354291,26503.64143,87.7050346,3.245800151,48.2237074,27.2,17.0502072,35.3,39.8,7.7559528,4.51608,0.00042043,0.1167749,45.9167334
"2088","Licking County","Midwest","OH",89,178100,7546.823904,77.14386509,4431641.923,18.3,6.544416,4.282751387,68982,72.540564,12.4,11.3254706,269223.7,92.4542734,3.178688291,40.9165303,21.8,18.8906172,29.5,34.8,7.2075323,4.7846322,0.000424059,0.5261305,35.5278332
"2089","Logan County","Midwest","OH",91,45326,8594.878318,76.27361736,5974857.798,19.4,8.2971539,3.856173579,61797,75.9782842,12.2,12.0343072,195125.565,92.5350717,3.168237949,41.8988648,24.1,19.5955825,31.4,37.7,7.25848,5.209975,0.0004598,0.4555916,56.914824
"2090","Lorain County","Midwest","OH",93,312172,8019.627047,77.53477107,5337593.592,19.9,9.8805187,4.604282412,59954,72.4588844,12.4,12.9418162,218443.3579,89.9575995,3.102752342,32.3626799,21.6,18.7064338,30.9,39,7.6122306,4.39496,0.000539,0.9567837,11.7379445
"2091","Lucas County","Midwest","OH",95,428294,10803.77448,74.58050394,7227925.661,21.7,10.3556331,5.158360291,51642,59.8615764,15.1,14.8577332,366524.4338,89.6786478,2.869953487,34.8867787,23.5,18.5494631,31.6,37.3,8.0527569,4.349774,0.000926817,0.6052136,4.6600953
"2092","Madison County","Midwest","OH",97,44559,7277.197074,77.48353642,3857174.344,19.6,5.9326102,3.315970571,72834,73.5899314,11.6,10.3779841,327158.45,87.4017975,3.246490721,36.8654174,23.1,20.5724464,30.3,38.8,7.8870851,5.6890421,0.000335338,0.6310576,48.4862438
